dataset,origin,id,doc,summ,model_name,cut,error_type,full_error,annotated_span,annotated_corrections,,,,,,,301,,,,,,,,,,,,,,,,,
xsumfaith,xsum,38097669,"Media playback is not supported on this device
The visitors led briefly through Vasil Lobzhanidze's early try, but the Scots raced ahead through Tommy Seymour, a penalty try, Sean Maitland and Stuart Hogg before the break.
Hamish Watson extended the lead, battling over soon after half-time.
Lobzhanidze bagged a second from a huge Georgian scrum, before Hogg finished off a searing counter-attack.
Before the Scottish points deluge, it was the Georgians who opened the scoring. It was a soft one, with Lobzhanidze, the visitors' scrum-half, darting down the blind-side of a scrum where Seymour should have halted him, but didn't.
The wing made amends soon after when Hogg dinked a kick behind the Georgian defence for Seymour to run on to. In the foot-race, Seymour beat Lobzhanidze to the touch-down. It was questionable that Seymour got downward pressure on the ball, but the try was given and Scotland went ahead when Laidlaw swept over the conversion from the touchline.
The floodgates began to open. Scotland owned possession and territory and got their reward when a rolling maul, destined for the try-line, was hauled to the floor by the Georgian lock, Kote Mikautadze. Scotland got a penalty try, converted by Laidlaw, and Mikautadze got the sin-bin.
Merab Kvirikashvili landed a penalty but Scotland motored on regardless. Maitland scored after multiple Scotland phases and Laidlaw added the conversion and a penalty just after. There were 30 minutes gone and Scotland had 91% possession.
Media playback is not supported on this device
Georgia, living off scraps, put over another penalty to make it 24-11 but Hogg's try stretched the lead again. There was ambition and luck at its heart. There was nothing on for the full-back, so he chanced his arm, dinked a kick over the top and chased like hell.
The breaking ball took a vicious bounce away from the covering Alexandre Todua and landed kindly in the onrushing Hogg's hands. Away he went for Scotland's fourth try, once again converted from out wide by Laidlaw.
The fifth came early in the second half, Watson coming round the corner of a scrum and blasting his way over. The conversion made it 38-11. It was the belated catalyst for Georgia to get some ball of their own. They scored their second try when shoving Scotland to kingdom come in the scrum. They shunted their hosts over their own line and the dot down for Lobzhanidze was a formality.
Georgia's scrum continued to cause a newly disjointed and error-prone Scotland problems. Moray Low was yellow-carded in the midst of this for another buckled scrum. The hosts had a rousing finish, though.
Ali Price was only three minutes into his debut when he tapped a penalty and went from deep in his own half. Rory Hughes, another substitute, was on Price's shoulder and he in turn found Hogg who ran in his second and Scotland's sixth.
Scotland head coach Vern Cotter: ""It was a good first half. We scored three pretty quick tries, and we held the ball so they couldn't access the game as they would have liked. We kept the ball down the other end, and when they gave it back to us, we managed to counter-attack and get points.
""In the second half, the game seemed to open up a little, it was a wet ball and it was cold out there, so the transmissions weren't as neat and quick as we'd like. And they were very good over the ball.
""But I thought we did things pragmatically, kept them out of it and scored points when we had to.
""I think there's been a good shift in the way we approach these games and manage them, and Greig (Laidlaw)'s done a great job in that with his guys around him. And we just keep improving.""
Scotland: 15-Stuart Hogg, 14-Sean Maitland, 13-Mark Bennett, 12-Alex Dunbar, 11-Tommy Seymour, 10-Finn Russell, 9-Greig Laidlaw (capt); 1-Allan Dell, 2-Ross Ford, 3-Zander Fagerson, 4-Richie Gray, 5-Jonny Gray, 6-Rob Harley, 7-Hamish Watson, 8-Ryan Wilson.
Replacements: 16-Fraser Brown, 17-Alex Allan, 18-Moray Low, 19-Grant Gilchrist, 20-John Barclay, 21-Ali Price, 22-Pete Horne, 23-Rory Hughes.
Georgia: 15-Merab Kvirikashvili, 14-Giorgi Aptsiauri, 13-Merab Sharikadze, 12-Tamaz Mchedlidze, 11-Sandro Todua, 10-Lasha Malaguradze, 9-Vasil Lobzhanidze; 1-Mikheil Nariashvili, 2-Jaba Bregvadze, 3-Levan Chilachava, 4-Kote Mikautadze, 5-Giorgi Nemsadze, 6-Vito Kolelishvili, 7-Mamuka Gorgodze (capt), 8-Beka Bitsadze.
Replacements: 16-Badri Alkhazashvili, 17-Kakha Asieshvili, 18-Dudu Kubriashvili, 19-Lasha Lomidze, 20-Giorgi Tkhilaishvili, 21-Giorgi Begadze, 22-Beka Tsiklauri, 23-Shalva Sutiashvili",greig laidlaw scored twice as scotland came from behind to beat georgia in their opening world cup warm-up match in georgia.,BERTS2S,val,extrinsic,['extrinsic-predicate'],['opening world cup warm-up match in georgia'],['in Scotland'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,36437817,"The Queen's Park Rangers player made his NI debut in March and scored in his second game against Slovenia.
Washington, a postman just four years ago, followed that up with another goal against Belarus on Saturday.
""The last few months have been a crazy time and I don't think it has sunk in yet. I know I have been fortunate,"" said the 24-year-old.
""Football can be about being in the right place at the right time, and I have been lucky.
""Maybe in a couple of years I will look back and realise how mad it has all been.""
Washington  combined representing non-League St Ives between 2010 and 2012 with a job delivering mail.
Having averaged more than a goal-a-game in his 50 appearances for a club in the ninth tier, he then got his break with Newport who paid £5,000 for him.
The Welsh club were promoted to the Football League in his first season, although Washington barely featured.
He then moved to Peterborough in 2014 and by mid-January of this year, when QPR took him from London Road, Washington had scored 15 goals and aroused the interest of Northern Ireland manager Michael O'Neill.
Washington had only been to the country once before his international bow against Wales in March but he qualified through the grandparent rule.
""It was nice to be accepted so quickly and so readily with Northern Ireland,"" he added.
""Life doesn't get much better. I'm proud of my achievements and just have to try to enjoy it.""",northern ireland striker ryan washington is hoping for a place in the northern ireland squad for euro 2016 after scoring his first international goal.,BERTS2S,val,extrinsic,['extrinsic-predicate'],['Ryan'],"['washington', 'made his NI debut in March', 'game against Slovenia']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,36427547,"It was easy to do she says, because of Britain being inside the European Union. She has already sent off her postal vote: she voted to stay in.
It wasn't just the weather that made the Stevensons leave the UK.
Their cleaning business was in trouble because it was being undercut by companies run by Polish migrants.
But so what, Nigel says. He thinks British people need to ''up their game'' and stop complaining about immigration.
''They have had it too easy for too long'', he says. Nigel will also be voting for Remain.
Expats urged to register for EU vote
The UK's EU vote: All you need to know
UK and the EU: Travel and living abroad
Sit on the sea wall by their cafÃ© and you'll struggle to hear much Spanish conversation. Almost everyone walking by is either a British tourist or resident.
There are 309,000 Brits registered as having residency in Spain but there are likely to be many thousands more living here for just part of the year.
Sat at one of the cafÃ©'s tables is Scotsman Mark Connor. A singer and radio DJ, he performs at a nearby Irish bar.
He has been paying close attention to the referendum debate and is annoyed by some of the arguments being put forward by the Remain side.
In particular he is irritated at the suggestion that if Britain leaves, the Spanish government could make it harder to live and work here.
The Spanish wouldn't dare make it harder for Brits he says because they contribute so much to the economy.
'""The pensioners have their own UK pensions so they're not a drain on the state,"" Mark tells me.
""And then there are all the well-off Brits living up in the hills and down at the marina, are you seriously telling me that the Spanish are going to get rid of them? I don't think so.""
A few miles away is a community known as Little Britain. It is not hard to understand why.
There is a fish and chip shop, British Butcher's, Chinese and Indian Restaurants, an Iceland close by, and of course, full English Breakfasts a-go-go. At its heart is the Benavista Bowls Club.
Almost all of the club's 150 members are British and they are mostly retired.
There has been speculation that they could be hit financially, that their UK pensions could be frozen because that is what has happened to expats in some non-EU countries.
Largest number of Brits living in EU countries, according to Migration Watch.
There have also been warnings that the Spanish government could start charging them for their healthcare.
Speaking to members after the match it was striking how many wanted to get out of the EU and how few had thought about how they might be affected financially.
Whilst one couple worried about their pensions, the others did not seem particularly bothered about being charged for health care; almost all of them had private health insurance.
John Richardson, summed up the mood best. ''Oh, they'll sort something out''.",it\'s almost a month since her family voted to leave the european union.,BERTS2S,val,extrinsic,['extrinsic-NP'],"['almost a month since her family', 'her family voted to leave']","['made the Stevensons leave the UK', 'Nigel will also be voting for Remain']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,33811105,"A review for the Commission on Local Tax Reform said there was no ""magic bullet"" to cure defects in the system.
It said the council tax had built-in problems ""from day one"" but a failure to modify it had stored up more difficulties for policy makers.
The commission, set up by the Scottish government and council body Cosla, will report back later this year.
Prof Kenneth Gibb, from the University of Glasgow, was asked to review different systems of local taxation across the world.
He found that a tax on property was used by almost all OECD countries and was seen by academics as a ""good tax"" because it was stable, difficult to avoid and could have a desirable impact on housing markets.
But it also generated confusion with taxpayers unclear whether it was a tax on wealth or a charge for services such as refuse collection.
Some felt it was unfair because it was not linked to current income.
Prof Gibb noted that a local income tax, used by many countries, was generally perceived as fairer.
But he found such a system created difficulties for local authorities because it meant their income fluctuated. There was also little opportunity to vary tax rates to reflect local priorities.
He said:  ""It is clear there is no magic bullet.
""Past experience from the UK and across the world shows that reform is always going to be difficult and will inevitably be bound up with the previous experiences and traumas of past reform.
""So whilst the current council tax has many deficiencies, change and reform is a major undertaking.""
The commission now intends to hold a public consultation across Scotland before publishing its report in the autumn.
A Scottish government spokesman said ministers consider the current council tax system ""as a whole to be unfair"".
He added: ""That is why, along with our local government partners, we have established the cross-party Commission on Local Tax Reform to examine fairer alternatives.
""The Scottish government awaits the commission's report, which is due in the Autumn.""","the local authorities in scotland have "" serious problems "" with the council tax system, a report has found.",BERTS2S,val,intrinsic,['intrinsic-NP'],"[""have ' serious problems '"", 'report']","[""there was no 'magic bullet'"", 'review']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,26503920,"The way we work, play and live with robots is changing.
In a special series Ricky travels the country meeting the robots of the future and the scientists working on them.
From spending a night in a robot house to getting a brain scan, Ricky finds out how and why our relationship with robots is changing, fast.
Check out his first report here...",the world\'s newest generation of robots are changing.,BERTS2S,val,extrinsic,['extrinsic-NP'],"[""world\\'s newest generation""]",['our relationship with robots is changing'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,39037666,"The latest threats bring the number of incidents to 69 in 27 states in the past month, according to the JCC Association of North America.
No bombs were found at any of the centres targeted with telephone calls.
Last week, 27 Jewish community centres in 17 US states reported receiving hoax bomb threats.
All of the threats made on Monday, along with previous incidents in January, turned out to be false and Jewish centres have since reopened with normal services resumed.
Responding to the latest incidents, White House press secretary Sean Spicer said that US President Donald Trump had made it ""abundantly clear"" that such actions were ""unacceptable"".
""Hatred and hate-motivated violence of any kind have no place in a country founded on the promise of individual freedom,"" the statement, which was shared on Twitter by NBC News correspondent Peter Alexander, said.
Mr Trump's daughter Ivanka - who has converted to Judaism and whose husband is Jewish - also condemned the threats.
Former Democratic presidential candidate Hillary Clinton said that action must be taken to prevent further incidents.
In a post on Twitter, Mrs Clinton wrote: ""JCC threats, cemetery desecration and online attacks are so troubling and they need to be stopped. Everyone must speak out, starting w/@POTUS.""
The threats were made to the Jewish community centres through calls that were both pre-recorded and live, with suspects using voice-disguising technology, according to Israeli newspaper Haaretz.
Since the beginning of the year, there have been reports of threats to centres in New York, New Jersey, Ohio, Florida, Massachusetts, Maryland, Michigan, Minnesota, Delaware, Connecticut, Alabama, California, Maine, Tennessee, South Carolina, Missouri, Wisconsin, Texas and Kansas.
The JCC Association of North America, a network of health and education centres, has since been reviewing its security plans.
In an earlier statement the FBI said that along with the US justice department it was investigating possible civil rights violations in connection with the threats.
The Anti-Defamation League, a Jewish anti-bigotry organisation, said in a statement that it was ""deeply disturbed"" by the latest threats to the Jewish community.
Meanwhile, more than 100 headstones have been damaged at a Jewish cemetery in St Louis, Missouri, local media report.
In the Canadian city of Toronto, Mayor John Tory has condemned anti-Semitic hate notes left outside the homes of Jewish residents.","a number of jewish community centres in the us have been threatened by hoax bomb threats, the white house says.",BERTS2S,val,intrinsic,['intrinsic-predicate'],['white house says'],['according to the JCC Association of North America'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,39933716,"KLM has added a 06:00 weekday flight from the Highlands airport and an evening flight from Schiphol.
Highlands and Islands Airports Limited (Hial) said the flights would allow people to spend a full day in the Netherlands before returning home.
It is the latest addition from KLM since it started Inverness-Amsterdam flights last year.",dutch airline klm has announced new flights between inverness and amsterdam this summer.,BERTS2S,val,extrinsic,['extrinsic-NP'],"['dutch', 'this summer']","['klm', '.']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,33928485,"Hatfield Colliery closed in June with the loss of 430 jobs after almost a century of production.
The short ceremony took place at the mine, near Doncaster.
John Grogan, chairman of the Hatfield Employee Benefit Trust, which has run the mine since 2013, said it was ""the end of an era"".
He said: ""On Monday the company will be wound up in the High Court and that will represent the end of coal mining in South Yorkshire after many generations.
""In 1980 there were 50,000 miners in South Yorkshire. On Monday morning when we're in the High Court there will be none.
""We're presenting this piece of coal as a symbol of our respect for all the miners who have gone before us in South Yorkshire and helped build the economy of our country and keep the lights on for many decades.""
Accepting the gift the Mayor of Doncaster Ros Jones said: ""On behalf of Doncaster and South Yorkshire I'm humbled to accept this.""
The only remaining deep coal mine in England, Kellingley colliery in North Yorkshire, is due to close later this year.",the last deep coal mine in south yorkshire has been presented to the owners of a south yorkshire colliery.,BERTS2S,val,intrinsic,['intrinsic-predicate'],"['south yorkshire has been presented to the owners of a south yorkshire colliery', 'in south yorkshire has been presented to the owners of a south yorkshire colliery']",['closed in June with the loss of 430 jobs'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,34490431,"The Swift Archway Cranford 545 caravan was stolen from a site in Yaxley, Cambridgeshire, on Thursday night.
Davis tweeted ""My touring caravan was stolen.. even though it was locked up with hitch & wheel lock! I want to swear... #rotters"".
He added the thieves could have ""headed north or south on A1, or west on A14"".
Cambridgeshire Police said: ""We have had a report of a caravan being stolen in the Yaxley area between 5pm on Thursday and 12.45pm on Friday. We are investigating.""
Davis, who played the role of Wicket in the third of the original Star War movies, is also appearing in the forthcoming Star Wars: Episode VII.
Davis's credits include Professor Flitwick in the Harry Potter films and Nikabrik in The Chronicles of Narnia: Prince Caspian.
Anyone with information about the caravan is asked to call Cambridgeshire Police.","harry potter star harry potter and star wars star harry potter have had his caravan stolen, police have said.",BERTS2S,val,intrinsic,['intrinsic-NP'],['harry potter star harry potter and star wars star harry potter'],"['Star War movies, is also appearing in the forthcoming Star Wars: Episode VII', ""Davis's credits include Professor Flitwick in the Harry Potter films and Nikabrik in The Chronicles of Narnia: Prince Caspian.""]",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,33626398,"Josh Earnest said the closure of the Cuban detention camp was a national security interest.
It was one of the first directives President Barack Obama ordered two months after he was elected in 2008.
Inmates have slowly been transferred out and at the start of the year, 122 men were left.
The peak population in 2003 was 684.
Mr Earnest said the administration was ""in the final stages of drafting a plan to safely and responsibly (close) the prison at Guantanamo Bay and to present that to Congress"".
He added: ""That has been something that our national security officials have been working on for quite some time, primarily because it is a priority of the president.""
In 2009, President Obama admitted the January 2010 deadline he had set for closing the counter-terrorism facility would be missed.
Since then, Congress bipartisan opposition has meant the transfer of prisoners to the US has been blocked.
Some have been considered too dangerous to be released, but the US holds no evidence that can be used in civilian or military trials against them.
The US has slowly been sending prisoners back to their home countries or to third countries, a process Mr Earnest said needs to continue if the facility is to shut.
The camp was established in 2002 by the Bush administration to detain the most dangerous suspects for interrogation and the prosecution of war crimes.
Controversy has centred around the period of time detainees have been held without charge and the use of interrogation techniques.",the us secretary of state has said he is in talks to close the controversial guantanamo bay detention centre.,BERTS2S,val,extrinsic,['extrinsic-NP'],['us secretary of state'],['Josh Earnest'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,34658160,"The site at Knottingley, West Yorkshire is to burn fuel from refuse, industrial and commercial waste including wood, said operator Multifuel Energy Ltd.
The Â£300m plant is to create hundreds of jobs over a three-year build and should produce electricity for about 160,000 homes, it said.
The adjoining coal-fired Ferrybridge 'C' plant is to close in March 2016, it was announced in May.
The Secretary of State has granted development consent for the new plant.
Construction is expected to begin in 2016 with about 35 permanent jobs once it is operational.
The power station is expected to produce up to 90MWe of electricity annually by burning 675,000 tonnes of waste that could have ended up in landfill, said Multifuel Energy
It is to be built next to the newly-constructed Ferrybridge Multifuel 1 that stated operations earlier this year.
Multifuel Energy is a joint venture between power company SSE and and waste management company Wheelabrator Technologies.",work has started on the construction of a new nuclear power station in west yorkshire.,BERTS2S,val,intrinsic,['intrinsic-predicate'],"['has started', 'new nuclear power station']","['expected to begin in 2016', 'refuse burning power station']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,38329461,"The International Committee of the Red Cross (ICRC) says the full evacuation of civilians and rebels is likely to take several days.
Government forces, backed by Russian allies, took nearly all remaining rebel-held parts of Aleppo this week.
It represents a major victory for President Bashar al-Assad.
He hailed the ""liberation"" of Aleppo and said history was being made.
Global solidarity over Aleppo
How Srebrenica's survivors view Aleppo
What's happening in Aleppo?
What happens next?
The evacuation of civilians, rebels and their families had been due to take place on Wednesday but an earlier ceasefire deal collapsed.
""Some 3,000 civilians and more than 40 wounded, including children, were brought out,"" the head of the ICRC in Syria, Marianne Gasser, said after two convoys left.
""No-one knows how many people are left in the east, and the evacuation could take days,"" she added.
The evacuees are being transferred to rebel-held areas in neighbouring Idlib province.
US Secretary of State John Kerry meanwhile accused Syrian leaders of carrying out ""nothing short of a massacre"" in Aleppo and urged them to return to peace talks in Geneva.
""The only remaining question is whether the Syrian regime, with Russia's support, is willing to go to Geneva prepared to negotiate constructively, and whether or not they're willing to stop this slaughter of their own people,"" he said in Washington.
John Kerry expressed moral outrage at the fate of Aleppo and he stressed that the Syrian regime was responsible for the failure of a year's worth of US-Russian negotiations aimed at a nationwide ceasefire and peace talks.
But he didn't offer any new plan to end the conflict. Nor did he accept that the fall of Aleppo was also due to a failure of US diplomatic strategy. ""You can't make someone do something through diplomacy that they're not prepared to negotiate,"" he told me.
Critics in Washington, though, have slammed the Obama administration for refusing to back that diplomacy with the threat of credible force, giving Mr Kerry very little to work with other than good faith.
Some have faulted the secretary of state for having too much faith in Russia's willingness for a deal - ""delusional diplomacy"", the Washington Post called it.
Mr Kerry made clear he would continue his tireless efforts to reach a peace deal. But the fall of Aleppo almost certainly means he has run out of time to do so in the waning weeks of this administration, and the Syria crisis will be passed on to the next one.
Syrian state media said rebels had blown up their ammunition dumps and destroyed documents before leaving the city.
A statement from the Russian Centre for the Reconciliation of Opposing Sides in Syria, part of Russia's ministry of defence, said the Syrian authorities had guaranteed the safety of all members of the armed groups who decided to leave Aleppo.
The rebels confirmed a fresh ceasefire had come into effect at 03:00 GMT and that a new deal had been agreed.
As operations began, an ambulance service official in eastern Aleppo said that one convoy of ambulances had been shot at, with three people injured.
The White Helmets civil defence group tweeted that one senior volunteer had been shot and injured by a sniper while clearing an evacuation route for ambulances.
Buses and ambulances are taking the injured, civilians and rebel fighters to the neighbouring province of Idlib, most of which is controlled by a powerful rebel alliance that includes the jihadist group Jabhat Fateh al-Sham.
The buses left Aleppo via the road through the government-controlled south-western district of Ramousseh, heading towards the nearby rebel-held towns of Khan Touman and Khan al-Asal.
The chief of the Russian military's General Staff, Gen Valery Gerasimov, told a news briefing: ""A humanitarian corridor has been created for the evacuation of militants.""
""This corridor is 21km long,"" he said, adding, ""6km lie across Aleppo's territories controlled by government troops and another 15km through territories in the hands of illegal armed groups.""
Turkey, which helped to broker the evacuation, is preparing to receive some of the most vulnerable civilians, President Recep Tayyip Erdogan said.
In a televised address, he said Turkey would take ""children, elders, those who are really in difficult conditions"".
The head of the Turkish Red Crescent, Kerem Kinik, told reporters that the wounded would be the first to be transferred.
UN Syria envoy Staffan de Mistura said about 50,000 people were still trapped and he warned that moving those evacuated to Idlib might not prove much safer.
""If there is no political agreement and a ceasefire, Idlib will become the next Aleppo,"" he told reporters in Paris.
The 50,000 are said to include about 4,000 fighters and about 10,000 of their family members.
Aleppo's besieged residents have faced weeks of bombardment and chronic food and fuel shortages.
Russian Lt Gen Viktor Poznikhir said on Thursday that, with the evacuation, the Syrian armed forces had almost finished their operations in Aleppo. Fighting has raged there for four years.
In October, President Assad said victory in Aleppo would be ""the springboard... to liberate other areas from terrorists"", a term the government uses to describe all rebel fighters.
He singled out Idlib province, west of Aleppo, that is almost entirely controlled by an alliance of Islamist rebel factions and Jabhat Fateh al-Sham, formerly known as al-Nusra Front.
Idlib contains border crossings used by rebels to receive supplies from Turkey, a key backer. It also borders the coastal province of Latakia, the heartland of Mr Assad's minority Alawite sect.","the red cross says it has begun evacuation of parts of syria\'s east of the city of aleppo, hours after it was evacuated.",BERTS2S,val,intrinsic,['intrinsic-predicate'],['hours after it was evacuated'],['is likely to take several days'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,18194275,"Turning Points explores the moment when six people's lives change forever, and is produced and directed by Chris Tally Evans, from Rhayader, Powys.
Sir Roger talks about how a dialogue coach helped boost his confidence, which helped him forge his career.
Turning Points has been made for London 2012 Festival, a nationwide arts event.
The festival is running until 9 September and bringing together leading artists from across the world.
Turning Points was premiered at Chapter Arts Centre in Cardiff on Wednesday night.
Tally Evans said his film celebrated life changing moments when a meeting, an event, or something unexpected led to a new and better direction.
It started as a nationwide story-telling project aimed at inspiring and changing the lives of others by collecting stories from people of all ages, abilities and walks of life.
Tally Evans, who has written and presented programmes for BBC TV and radio, said: ""It's fantastic to get the chance to have my work included in such a momentous festival and I'm looking forward to the film transferring to the Southbank Centre in London (from 31 August to 9 September).""
""I think it was meeting a man in Hollywood, a dialogue director called Joe Graham.
""Warner Brothers thought that I sounded too English. They said: 'We'd like you to work with this dialogue coach.'
""He said: 'You think we're all born the same?' I said: 'Of course we are.' He said: 'Some people are lucky, they're born 6ft 4ins and some people are born 3ft 2ins. Some people have got straight even features and some are not so pleasant on the eye.'
""I said: 'That's the luck of the draw, isn't it?'. He said: 'Yes, but the big sin is if you don't use what you've got'. He said: 'You're 6ft 1ins and you only stand 5ft 9ins, so if you believe we're all born the same way then why don't you stand your full height?""
""He said did you go to university? I said: 'No'. He said: 'Do you regret that?' I said: 'Yes, I do a great deal'.
""He said: Do you feel that sometimes when you're talking with people that you might mispronounce a word or you don't have the right word for the explanation?' I said: 'Yes'.
""He said: 'Well, there you are. That's you're problem'.
And it made such a difference to my life. Joe was on the set everyday. He made a lot of difference to me, gave me a great deal of confidence, otherwise I wouldn't be able to talk to you.""
There will also be a showing at the Elan Valley Visitor Centre, near Rhayader, on 6 July.
""It's great that so many people have become involved in this project and I can't wait to see the effect their brilliant stories have on an audience,"" added Tally Evans.
""There's a huge range of stories, about 100 in total, ranging from a printing press falling down a lift shaft to a eulogy for a dead friend.""
Sir Roger, who is not shown on screen but has a speaking part in Turning Points, is joined by Welsh athlete Jamie Baulch, an Olympic silver medallist in 1996.
Others taking part are artist Ellen Jackman, who lives in Birmingham, visually impaired dancer Lyn Street, from Newport, Daniel Chapman, an 11-year-old from near Rhayader who has autism, and the filmmaker himself, who is partially sighted.
Tally Evans said the stories were woven together to speak with one voice, while 11-year-old Morgan Evans, from Rhayader, runs through a Welsh landscape.
Vibrant images, sometimes lyrical, sometimes satirical, add depth and colour to the stories as they reach an inspiring conclusion.
There are other stories on the Turning Points website from Paralympic gold medallists Dame Tanni Grey-Thompson and David Roberts, world champion hurdler Dai Greene, former Commonwealth and European welterweight boxing champion Colin Jones and Olympic cycling gold medallist Geraint Thomas.
In the film Tally Evans explains how he came to terms with an hereditary eye problem, which left him partially sighted.
A social worker told him his life was going to be different, and if he did not come to terms with it he would be a ""very unhappy man"".
""I refused rehab, where I was supposed to go off to another city to be taught how to be a proper, grateful disabled person, threw the Braille card in the bin and have lived exactly the sort of life I always wanted,"" Tally Evans said.
""I never saw my social worker again.""
The film also has contributions from the former First Minister Rhodri Morgan and ex-Formula 1 world champion Jackie Stewart.
Nick Capaldi, Arts Council of Wales chief executive, said: ""Chris Tally Evans brings his own unique insight to a series of personal tales, set against the inspiring Welsh landscape.""",a film based on sir roger gwent\'s life has been released in london.,BERTS2S,val,extrinsic,['extrinsic-predicate'],"[""a film based on sir roger gwent\\'s life',  has been released in london""]","['a series of personal tales, set against the inspiring Welsh landscape', 'premiered at Chapter Arts Centre in Cardiff']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,36960270,"It will be available to 1.7bn people on the platform worldwide via Rooney's and the Manchester United Facebook pages.
Proceeds will be distributed to Rooney's four chosen charities.
The game at Old Trafford, between Rooney's only two professional clubs, marks his 12 years' service at United.
Rooney said: ""I am delighted my testimonial game will be streamed globally, which will hopefully raise awareness and increase donations.""
It is expected to mark the first home appearances for Jose Mourinho's three summer signings; Zlatan Ibrahimovic, Henrikh Mkhitaryan and Eric Bailly.
Manchester United's Facebook page has more than 70 million 'likes', while Rooney's has more than 25 million.",wayne rooney\'s testimonial against manchester united has been broadcast live on facebook.,BERTS2S,val,extrinsic,['extrinsic-NP'],"['Manchester City', 'on Saturday, 5 July']","['rooney', 'testimonial game at Old Trafford', 'streamed globally']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,32194983,"However, the nation seems divided over whether there should be another referendum on independence in the near future.
Pollsters Ipsos Mori asked voters to give a score out of 10 to a range of policies which could be implemented by the next UK government.
A ranking of one meant it should not be implemented, while 10 meant it should be implemented immediately.
Ipsos Mori surveyed more than 1,000 adults between 19 and 25 March.
Click here to see the full results.
Many of those questioned seemed to favour going beyond the Smith Commission proposals, which suggested that Holyrood should control income tax rates and bands as well as some welfare benefits.
Give Holyrood full control of income tax 6.8
Increase top rate of tax to 50p 7.2
Increase minimum wage to £7.85 8.2
The most popular of the policy statements in this category was that of giving Holyrood the power to increase benefits and old age pensions, which scored 7.3 out of 10 on the scale.
Close behind was the notion that the Scottish Parliament should have full control of welfare benefits, with a score of 7.1.
Scots appear to place a greater emphasis on embedding and extending powers at Holyrood parliament than on holding a second independence referendum.
When asked to give a score of between 1 and 10, where 10 is an important priority and should be done quickly, each of the four issues relating to additional powers for the Scottish Parliament achieved high average scores.
Giving Holyrood power to increase benefits and pensions achieved an average score of 7.3 out of 10, a little higher than devolving full control of welfare benefits (7.1), full control of income tax (6.8) and full control of all policy other than defence and foreign affairs (6.5).
Interestingly, analysis shows that, for each of these issues, support is higher among groups who are more likely to have voted 'Yes' in last year's referendum.
Read Mark's analysis of the poll.
The idea that Holyrood should have full control of income tax was given a score of 6.8.
Still popular, but a bit further down the ranking with a score of 6.5, was the suggestion that Holyrood should control all areas of policy apart from defence and foreign affairs - what most analysts call full fiscal autonomy.
The results of the poll suggested that voters would rather have a referendum on whether or not to leave the European Union than another referendum on Scottish independence.
Voters gave the policy statement ""hold another referendum on Scottish independence within the next five years"" a score of 5.6 out of 10.
Cap amount paid in welfare to a household 6.3
Limit numbers coming to live in UK 6.3
Give Holyrood full control of welfare 7.1
The policy statement ""hold a referendum to ask people whether they wish to stay in or leave the European Union"" was slightly more popular, with a score of 6.1 out of 10.
The idea of stopping immigrants from the rest of the European Union from claiming welfare benefits until they have been in the UK for four years scored 6.8.
The policy of putting a limit on the number of people coming to live in the UK was less popular, with a score of 6.3.
As ever, how much the next government should spend and how much it should tax is proving to be one of the central issues of the UK general election campaign.
And there seems to be little doubt as to where the majority of Scots stand on this issue, at least if the evidence of BBC Scotland's issues poll is to be believed.
The poll strongly suggests that:
Read Professor Curtice's analysis of the poll
Increasing the amount spent on the armed forces was scored 6.2.
However, renewing and upgrading the Trident nuclear deterrent, came joint last in the poll of priorities, with a score of 4.0.
The poll also indicated some support for bringing the railways back into public ownership - this scored 6.5 out of 10.
""Ensuring authorities cannot access personal data unless an individual is suspected of taking part in an illegal activity"" was among the most popular policy statements tested, with a score of 7.6.
What are the top issues for each political party at the 2015 general election?
Policy guide: Where the parties stand",voters in scotland have voted in favour of more devolution.,BERTS2S,val,extrinsic,['extrinsic-NP'],['voted in favour of more devolution'],['divided over whether there should be another referendum on independence'],,,,,,,,,,,,,,,,,,,,,,,,
